From	Entry	Entry Name	Gene Names	Protein names	EC number	Reviewed
AT3G27010	Q9LSD5	TCP20_ARATH	TCP20 PCF1 At3g27010 MOJ10.8	Transcription factor TCP20		reviewed
AT3G27020	Q6R3K6	YSL6_ARATH	YSL6 At3g27020 MOJ10.9	Probable metal-nicotianamine transporter YSL6 (Protein YELLOW STRIPE LIKE 6) (AtYSL6)		reviewed
AT3G27050	A0A384KJT1	A0A384KJT1_ARATH	At3g27050 AXX17_At3g29490 AN1_LOCUS14200 C24_LOCUS14036	Uncharacterized protein		unreviewed
AT3G27080	P82874	TO203_ARATH	TOM20-3 At3g27080 MOJ10.15	Mitochondrial import receptor subunit TOM20-3 (Translocase of outer membrane 20 kDa subunit 3)		reviewed
AT3G27110	Q9LSC4	PGM48_ARATH	PGM48 At3g27110 MOJ10.19	Plastoglobule-localized metallopeptidase 48, chloroplastic (EC 3.4.24.-)	3.4.24.-	reviewed
AT3G27110	A0A178VFN4	A0A178VFN4_ARATH	PGM48 At3g27110	Peptidase family M48 family protein		unreviewed
AT3G27110	A0A1I9LM40	A0A1I9LM40_ARATH	PGM48 At3g27110	Peptidase family M48 family protein		unreviewed
AT3G27110	A0A1I9LM41	A0A1I9LM41_ARATH	PGM48 At3g27110	Peptidase family M48 family protein		unreviewed
AT3G27120	F4JEX5	FIGL1_ARATH	FIGL1 At3g27120 MOJ10.20	ATPase family AAA domain-containing protein FIGL1 (AAA-ATPase FIDGETIN-LIKE 1) (EC 3.6.4.-)	3.6.4.-	reviewed
AT3G27160	A0A1I9LRJ3	A0A1I9LRJ3_ARATH	GHS1 GLUCOSE HYPERSENSITIVE 1 At3g27160	Ribosomal protein S21 family protein		unreviewed
AT3G27160	Q9LI88	Q9LI88_ARATH	GHS1 GLUCOSE HYPERSENSITIVE 1 At3g27160	Ribosomal protein S21 family protein		unreviewed
AT3G27240	Q9LK29	CYC1A_ARATH	CYC1-1 At3g27240 K17E12.6	Cytochrome c1 1, heme protein, mitochondrial (Complex III subunit 4-1) (Complex III subunit IV-1) (Cytochrome b-c1 complex subunit 4-1) (Ubiquinol-cytochrome c reductase complex cytochrome c1 subunit 1) (Cytochrome c-1 1)		reviewed
AT3G27280	Q9LK25	PHB4_ARATH	PHB4 At3g27280 K17E12.10	Prohibitin-4, mitochondrial (Atphb4)		reviewed
AT3G27300	Q9LK23	G6PD5_ARATH	G6PD5 ACG9 At3g27300 K17E12.12	Glucose-6-phosphate 1-dehydrogenase 5, cytoplasmic (AtG6PD5) (G6PDH5) (EC 1.1.1.49)	1.1.1.49	reviewed
AT3G27300	A0A1I9LLZ6	A0A1I9LLZ6_ARATH	G6PD5 At3g27300	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	1.1.1.49	unreviewed
AT3G27300	A0A1I9LLZ7	A0A1I9LLZ7_ARATH	G6PD5 At3g27300	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	1.1.1.49	unreviewed
AT3G27310	Q9LK22	PUX1_ARATH	PUX1 At3g27310 K17E12.13	Plant UBX domain-containing protein 1 (PUX1) (CDC48-interacting UBX-domain protein 1)		reviewed
AT3G27325	A0A384L3E7	A0A384L3E7_ARATH	At3g27325 AXX17_At3g29790	GPI inositol-deacylase (EC 3.1.-.-)	3.1.-.-	unreviewed
AT3G27325	F4IWG2	F4IWG2_ARATH	At3g27325	GPI inositol-deacylase (EC 3.1.-.-)	3.1.-.-	unreviewed
AT3G27360	P59226	H31_ARATH	HTR2 At1g09200 T12M4.9; HTR3 At3g27360 K1G2.8; HTR13 At5g10390 F12B17_260; HTR9 At5g10400 F12B17_250; HTR1 At5g65360 MNA5.9	Histone H3.1		reviewed
AT3G27380	Q8LBZ7	SDHB1_ARATH	SDH2-1 At3g27380 K1G2.9	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	1.3.5.1	reviewed
AT3G27390	Q8GUM4	Y3739_ARATH	At3g27390 K1G2.10	Uncharacterized membrane protein At3g27390		reviewed
AT3G27430	O23710	PSB7A_ARATH	PBB1 PRCFA PRCFB At3g27430 K1G2.15	Proteasome subunit beta type-7-A (EC 3.4.25.1) (20S proteasome beta subunit B-1) (Proteasome component FA) (Proteasome component FB) (Proteasome subunit beta type-2)	3.4.25.1	reviewed
AT3G27430	F4IWI5	F4IWI5_ARATH	PBB1 At3g27430	proteasome endopeptidase complex (EC 3.4.25.1)	3.4.25.1	unreviewed
AT3G27460	Q8RXY6	SG29A_ARATH	SGF29A At3g27460 K1G2.17	SAGA-associated factor 29 homolog A (AtSGF29a) (29 kDa SAGA-associated factor homolog A)		reviewed
AT3G27460	A0A1I9LNK9	A0A1I9LNK9_ARATH	SGF29A AtSGF29a SaGa associated Factor 29 a SGF29a At3g27460	SGF29 tudor-like domain-containing protein		unreviewed
AT3G27460	A0A1I9LNL0	A0A1I9LNL0_ARATH	SGF29A AtSGF29a SaGa associated Factor 29 a SGF29a At3g27460	SGF29 tudor-like domain-containing protein		unreviewed
AT3G27460	A0A1I9LNL1	A0A1I9LNL1_ARATH	SGF29A AtSGF29a SaGa associated Factor 29 a SGF29a At3g27460	SGF29 tudor-like domain-containing protein		unreviewed
AT3G27460	F4IWI8	F4IWI8_ARATH	SGF29A AtSGF29a SaGa associated Factor 29 a SGF29a At3g27460	SGF29 tudor-like domain-containing protein		unreviewed
AT3G27530	B0F9L4	GOGC6_ARATH	GC6 MAG4 At3g27530 MMJ24.8 MMJ24_7	Golgin candidate 6 (AtGC6) (Protein MAIGO 4)		reviewed
AT3G27570	A0A654FCM5	A0A654FCM5_ARATH	At3g27570 AN1_LOCUS14263	Sucrase/ferredoxin-like family protein		unreviewed
AT3G27570	F4IWK4	F4IWK4_ARATH	At3g27570	Sucrase/ferredoxin-like family protein		unreviewed
AT3G27580	Q05999	D6KL3_ARATH	D6PKL3 PK7 At3g27580 MMJ24.14	Serine/threonine-protein kinase D6PKL3 (EC 2.7.11.1) (D6 protein kinase-like 3) (Serine/threonine-protein kinase AtPK7)	2.7.11.1	reviewed
AT3G27620	O22048	AOX1C_ARATH	AOX1C At3g27620 MGF10.3	Ubiquinol oxidase 1c, mitochondrial (EC 1.10.3.11) (Alternative oxidase 1c)	1.10.3.11	reviewed
AT3G27670	Q7XZF5	RST1_ARATH	RST1 At3g27670 MGF10.8	Protein RST1 (Protein RESURRECTION 1)		reviewed
AT3G27690	Q9XF87	CB24_ARATH	LHCB2.4 At3g27690 MGF10.9	Chlorophyll a-b binding protein 2.4, chloroplastic (Photosystem II light harvesting complex gene 2.4) (Protein LIGHT-HARVESTING CHLOROPHYLL B-BINDING 2.4)		reviewed
AT3G27690	A0A1I9LMB4	A0A1I9LMB4_ARATH	LHCB23 LHCB2 LHCB2.3 LHCB2.4 At3g27690	Chlorophyll a-b binding protein, chloroplastic		unreviewed
AT3G27740	Q9LVW7	CARA_ARATH	CARA VEN6 At3g27740 MGF10.15	Carbamoyl phosphate synthase small chain, chloroplastic (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain) (Protein VENOSA 6)	6.3.5.5	reviewed
AT3G27740	A8MRD8	A8MRD8_ARATH	CARA VEN6 VENOSA 6 At3g27740	Carbamoyl phosphate synthetase A		unreviewed
AT3G27830	P36210	RK121_ARATH	RPL12A At3g27830 K16N12.4	Large ribosomal subunit protein bL12cz (50S ribosomal protein L12-1, chloroplastic) (CL12-A)		reviewed
AT3G27850	P36212	RK123_ARATH	RPL12C At3g27850 K16N12.7 K16N2.21	Large ribosomal subunit protein bL12cx (50S ribosomal protein L12-3, chloroplastic) (CL12-C)		reviewed
AT3G27890	Q9LK88	NQR_ARATH	NQR At3g27890 K16N12.13	NADPH:quinone oxidoreductase (EC 1.6.5.2)	1.6.5.2	reviewed
AT3G27925	O22609	DEGP1_ARATH	DEGP1 DEG1 DEGP At3g27925 K16N12.18	Protease Do-like 1, chloroplastic (EC 3.4.21.-) (Protein DEGRADATION OF PERIPLASMIC PROTEINS 1) (DEGP PROTEASE 1)	3.4.21.-	reviewed
AT3G28200	Q9LHA7	PER31_ARATH	PER31 P31 At3g28200 T19D11.1 T19D11.4	Peroxidase 31 (Atperox P31) (EC 1.11.1.7) (ATP41)	1.11.1.7	reviewed
AT3G28220	Q9LHA6	Q9LHA6_ARATH	At3g28220	AT3g28220/T19D11_3 (TRAF-like family protein)		unreviewed
AT3G28270	Q9LHD9	U496C_ARATH	At3g28270 MZF16.5	UPF0496 protein At3g28270		reviewed
AT3G28290	P0DI78	U496D_ARATH	At3g28290 MZF16.7	UPF0496 protein At3g28290 (Protein At14a)		reviewed
AT3G28300	P0DI79	U496P_ARATH	At3g28300 MZF16.9	UPF0496 protein At3g28300 (Protein At14a)		reviewed
AT3G28460	A0A1I9LP45	A0A1I9LP45_ARATH	At3g28460	Methyltransferase		unreviewed
AT3G28460	A0A1I9LP46	A0A1I9LP46_ARATH	At3g28460	Methyltransferase		unreviewed
AT3G28460	A0A384LNF8	A0A384LNF8_ARATH	At3g28460 AXX17_At3g31040	rRNA methyltransferase YlbH		unreviewed
AT3G28480	Q8L970	P4H7_ARATH	P4H7 At3g28480 MFJ20.17	Probable prolyl 4-hydroxylase 7 (AtP4H7) (EC 1.14.11.2)	1.14.11.2	reviewed
AT3G28480	F4J0A6	F4J0A6_ARATH	At3g28480	procollagen-proline 4-dioxygenase (EC 1.14.11.2)	1.14.11.2	unreviewed
AT3G28540	Q9LH82	AATP7_ARATH	At3g28540 T20D4.4	AAA-ATPase At3g28540 (EC 3.6.1.-)	3.6.1.-	reviewed
AT3G28670	A0A1I9LSL4	A0A1I9LSL4_ARATH	At3g28670	Oxidoreductase, zinc-binding dehydrogenase family protein		unreviewed
AT3G28670	A0A384K940	A0A384K940_ARATH	At3g28670 AXX17_At3g31320 AN1_LOCUS14372 AT9943_LOCUS12313	(thale cress) hypothetical protein		unreviewed
AT3G28700	A0A1I9LQL6	A0A1I9LQL6_ARATH	At3g28700	Protein arginine methyltransferase NDUFAF7 (EC 2.1.1.320)	2.1.1.320	unreviewed
AT3G28700	A0A654FI28	A0A654FI28_ARATH	At3g28700 AN1_LOCUS14375	Protein arginine methyltransferase NDUFAF7 (EC 2.1.1.320)	2.1.1.320	unreviewed
AT3G28700	F4J0D4	F4J0D4_ARATH	At3g28700	Protein arginine methyltransferase NDUFAF7 (EC 2.1.1.320)	2.1.1.320	unreviewed
AT3G28710	Q9LJI5	VA0D1_ARATH	VHA-d1 At3g28710 MZN14.21	V-type proton ATPase subunit d1 (V-ATPase subunit d1) (Vacuolar H(+)-ATPase subunit d isoform 1) (Vacuolar proton pump subunit d1)		reviewed
AT3G28715	Q9LHA4	VA0D2_ARATH	VHA-d2 At3g28715 MZN14.22	V-type proton ATPase subunit d2 (V-ATPase subunit d2) (Vacuolar H(+)-ATPase subunit d isoform 2) (Vacuolar proton pump subunit d2)		reviewed
AT3G28715	F4J0D8	F4J0D8_ARATH	At3g28715	V-type proton ATPase subunit		unreviewed
AT3G28720	A0A1I9LQC2	A0A1I9LQC2_ARATH	At3g28720	Transmembrane protein		unreviewed
AT3G28720	A0A654FBU5	A0A654FBU5_ARATH	At3g28720 AN1_LOCUS14378 AT9943_LOCUS12319	(thale cress) hypothetical protein		unreviewed
AT3G28760	A0A654FCZ2	A0A654FCZ2_ARATH	At3g28760 AN1_LOCUS14382 C24_LOCUS14222	3-dehydroquinate synthase		unreviewed
AT3G28760	Q84JW0	Q84JW0_ARATH	At3g28760	3-dehydroquinate synthase		unreviewed
AT3G28860	Q9LJX0	AB19B_ARATH	ABCB19 MDR1 MDR11 PGP19 At3g28860 MLD15.2	ABC transporter B family member 19 (ABC transporter ABCB.19) (AtABCB19) (Multidrug resistance protein 11) (P-glycoprotein 19)		reviewed
AT3G28900	Q9LJW6	RL343_ARATH	RPL34C At3g28900 MLD15.7	Large ribosomal subunit protein eL34x (60S ribosomal protein L34-3)		reviewed
AT3G28920	Q9LHF0	ZHD9_ARATH	ZHD9 HB34 At3g28920 MYI13.1	Zinc-finger homeodomain protein 9 (AtZHD9) (Homeobox protein 34) (AtHB-34)		reviewed
AT3G28930	P54121	AIG2A_ARATH	AIG2A AIG2 At3g28930 K5K13.3 K5K13_1	Protein AIG2 A (EC 2.3.2.-) (Avirulence-induced gene 2 protein) (Avirulence-induced gene 2 protein A) (AvrRpt2-induced gene 2) (Protein AIG2) (Putative gamma-glutamylcyclotransferase)	2.3.2.-	reviewed
AT3G28930	A0A1I9LNH9	A0A1I9LNH9_ARATH	AIG2 AVRRPT2-INDUCED GENE 2 At3g28930	Putative gamma-glutamylcyclotransferase		unreviewed
AT3G28940	Q9MBH2	AIG2B_ARATH	AIG2B At3g28940 K5K13.2	Protein AIG2 B (EC 2.3.2.-) (Avirulence-induced gene 2 protein B) (Putative gamma-glutamylcyclotransferase)	2.3.2.-	reviewed
AT3G29185	A0A384KT89	A0A384KT89_ARATH	At3g29185 AXX17_At3g32040 AN1_LOCUS14440	Uncharacterized protein		unreviewed
AT3G29185	F4J2Z0	F4J2Z0_ARATH	BFA1 At3g29185	Glutamate NMDA receptor subunit epsilon-1, putative (DUF3598)		unreviewed
AT3G29200	P42738	CM1_ARATH	CM1 At3g29200 MXO21.4	Chorismate mutase 1, chloroplastic (AtCM1) (EC 5.4.99.5) (CM-1)	5.4.99.5	reviewed
AT3G29320	Q9LIB2	PHS1_ARATH	PHS1 At3g29320 MUO10.17	Alpha-glucan phosphorylase 1 (AtPHS1) (EC 2.4.1.1) (Alpha-glucan phosphorylase, L isozyme) (Starch phosphorylase L)	2.4.1.1	reviewed
AT3G29350	Q9ZNV8	AHP2_ARATH	AHP2 ATHP1 At3g29350 MUO10.6	Histidine-containing phosphotransfer protein 2		reviewed
AT3G29360	Q9LIA8	UGDH2_ARATH	UGD2 UGD At3g29360 MUO10.18 MUO10_6	UDP-glucose 6-dehydrogenase 2 (UDP-Glc dehydrogenase 2) (UDP-GlcDH 2) (UDPGDH 2) (EC 1.1.1.22) (At-UGD2)	1.1.1.22	reviewed
AT3G29400	Q9LIA2	Q9LIA2_ARATH	EXO70E1 ATEXO70E1 At3g29400	Exocyst subunit Exo70 family protein		unreviewed
AT3G29430	Q9LIA0	GGPPB_ARATH	At3g29430 MUO10.10	Geranylgeranyl pyrophosphate synthase 11, chloroplastic (GGPP synthase 11) (GGPS11) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 11) (Dimethylallyltranstransferase 11) (EC 2.5.1.1) (Farnesyl diphosphate synthase 11) (Farnesyltranstransferase 11) (EC 2.5.1.29) (Geranyltranstransferase 11) (EC 2.5.1.10)	2.5.1.-; 2.5.1.1; 2.5.1.10; 2.5.1.29	reviewed
AT3G29630	Q9LJA6	U79B4_ARATH	UGT79B4 At3g29630 MTO24.24	UDP-glycosyltransferase 79B4 (EC 2.4.1.-)	2.4.1.-	reviewed
AT3G29630	A0A1I9LQX5	A0A1I9LQX5_ARATH	At3g29630	UDP-Glycosyltransferase superfamily protein		unreviewed
AT3G29670	Q9LRQ8	PMAT2_ARATH	PMAT2 At3g29670 MOD1_4	Phenolic glucoside malonyltransferase 2 (EC 2.3.1.-)	2.3.1.-	reviewed
AT3G29760	A0A1I9LMH9	A0A1I9LMH9_ARATH	At3g29760	Mitochondrial import inner membrane translocase subunit TIM50		unreviewed
AT3G29760	A0A1I9LMI0	A0A1I9LMI0_ARATH	At3g29760	Mitochondrial import inner membrane translocase subunit TIM50		unreviewed
AT3G29760	F4J488	F4J488_ARATH	At3g29760	Mitochondrial import inner membrane translocase subunit TIM50		unreviewed
AT3G29760	Q9LRQ0	Q9LRQ0_ARATH	At3g29760	Mitochondrial import inner membrane translocase subunit TIM50		unreviewed
AT3G30200	F4J5F4	F4J5F4_ARATH	At3g30200	Plant transposase (Ptta/En/Spm family)		unreviewed
AT3G30841	A0A384LE61	A0A384LE61_ARATH	At3g30841 AXX17_At3g34940	Metalloenzyme domain-containing protein		unreviewed
AT3G30842	Q7PC85	AB38G_ARATH	ABCG38 PDR10 At3g30842 MJI6.3	ABC transporter G family member 38 (ABC transporter ABCG.38) (AtABCG38) (Pleiotropic drug resistance protein 10)		reviewed
AT3G32040	Q9LHR4	GGPPC_ARATH	At3g32040 F1M23.7	Geranylgeranyl pyrophosphate synthase 12, chloroplastic (GGPP synthase 12) (GGPS12) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase 12) (Dimethylallyltranstransferase 12) (EC 2.5.1.1) (Farnesyl diphosphate synthase 12) (Farnesyltranstransferase 12) (EC 2.5.1.29) (Geranyltranstransferase 12) (EC 2.5.1.10)	2.5.1.-; 2.5.1.1; 2.5.1.10; 2.5.1.29	reviewed
AT3G32930	Q9LHC4	Q9LHC4_ARATH	At3g32930	6,7-dimethyl-8-ribityllumazine synthase		unreviewed
AT3G32980	Q9LHB9	PER32_ARATH	PER32 P32 At3g32980 T15D2.7 T15D2.9	Peroxidase 32 (Atperox P32) (EC 1.11.1.7) (ATP16a) (PRXR3)	1.11.1.7	reviewed
AT3G33520	Q8LGE3	ARP6_ARATH	ARP6 ESD1 SUF3 At3g33520 T4P3.8	Actin-related protein 6 (Protein EARLY IN SHORT DAYS 1) (Protein SUPPRESSOR OF FRIGIDA 3)		reviewed
AT3G33530	A0A1I9LQ09	A0A1I9LQ09_ARATH	At3g33530	Transducin family protein / WD-40 repeat family protein		unreviewed
AT3G33530	A0A1I9LQ10	A0A1I9LQ10_ARATH	At3g33530	Transducin family protein / WD-40 repeat family protein		unreviewed
AT3G33530	F4JCM5	F4JCM5_ARATH	At3g33530	Transducin family protein / WD-40 repeat family protein		unreviewed
AT3G33530	F4JCM6	F4JCM6_ARATH	At3g33530	Transducin family protein / WD-40 repeat family protein		unreviewed
AT3G33530	F4JCM7	F4JCM7_ARATH	At3g33530	Transducin family protein / WD-40 repeat family protein		unreviewed
AT3G42050	Q9LX65	VATH_ARATH	VHA-H At3g42050 F4M19_10	V-type proton ATPase subunit H (V-ATPase subunit H) (Vacuolar H(+)-ATPase subunit H) (Vacuolar proton pump subunit H)		reviewed
AT3G42170	Q9M2N5	DSLE_ARATH	HAT At3g42170 T27B3.40	Zinc finger BED domain-containing protein DAYSLEEPER (Transposase-like protein DAYSLEEPER)		reviewed
AT3G42170	A0A1I9LLZ3	A0A1I9LLZ3_ARATH	DAYSLEEPER At3g42170	BED zinc finger and hAT dimerization domain-containing protein DAYSLEEPER		unreviewed
AT3G42628	A0A5S9XHB4	A0A5S9XHB4_ARATH	At3g42628 C24_LOCUS14489	Phosphoenolpyruvate carboxylase		unreviewed
AT3G42640	Q9M2A0	PMA8_ARATH	AHA8 At3g42640 T12K4_90	ATPase 8, plasma membrane-type (EC 7.1.2.1) (Proton pump 8)	7.1.2.1	reviewed
AT3G42790	Q9M2B4	ALFL3_ARATH	AL3 At3g42790 T21C14_10	PHD finger protein ALFIN-LIKE 3 (Protein AL3)		reviewed
AT3G43220	Q7XZU2	SAC3_ARATH	SAC3 At3g43220 F7K15_70	Phosphoinositide phosphatase SAC3 (AtSAC3) (EC 3.1.3.-) (Phosphatidylinositol 3,5-bisphosphate 5-phosphatase SAC3) (Protein SUPPRESSOR OF ACTIN 3) (SAC domain protein 3)	3.1.3.-	reviewed
AT3G43220	A0A1I9LQ31	A0A1I9LQ31_ARATH	SAC3 suppressor of actin 3 At3g43220	Phosphoinositide phosphatase family protein		unreviewed
AT3G43220	F4IXV2	F4IXV2_ARATH	SAC3 suppressor of actin 3 At3g43220	Phosphoinositide phosphatase family protein		unreviewed
AT3G43300	F4IXW2	BIG5_ARATH	BIG5 BEN1 MIN7 At3g43300 F7K15_150	Brefeldin A-inhibited guanine nucleotide-exchange protein 5 (BIG5) (ARF guanine-nucleotide exchange factor BIG5) (Protein BFA-VISUALIZED ENDOCYTIC TRAFFICKING DEFECTIVE 1) (Protein BEN1) (Protein HOPM INTERACTOR 7) (AtMIN7)		reviewed
AT3G43520	Q94A32	FAX2_ARATH	FAX2 At3g43520 T18D12.90	Protein FATTY ACID EXPORT 2, chloroplastic (At-FAX2)		reviewed
AT3G43540	F4IZ56	F4IZ56_ARATH	At3g43540	Initiation factor 4F subunit (DUF1350)		unreviewed
AT3G43540	Q9M236	Q9M236_ARATH	T18D12_110 At3g43540	Initiation factor 4F subunit (DUF1350)		unreviewed
AT3G43670	Q9M2B9	CAOG2_ARATH	CuAOgamma2 At3g43670 F23N14.50	Amine oxidase [copper-containing] gamma 2 (AtCuAOgamma2) (EC 1.4.3.21)	1.4.3.21	reviewed
AT3G43720	Q9LZH5	LTPG2_ARATH	LTPG2 XYLP10 XYP5 At3g43720 T28A8.10	Non-specific lipid transfer protein GPI-anchored 2 (AtLTPG-2) (Protein LTP-GPI-ANCHORED 2) (Xylogen-like protein 10) (AtXYLP10) (AtXYP5)		reviewed
AT3G43800	Q9LZG7	GSTUR_ARATH	GSTU27 At3g43800 T28A8.90	Glutathione S-transferase U27 (AtGSTU27) (EC 2.5.1.18) (GST class-tau member 27)	2.5.1.18	reviewed
AT3G43810	P59220	CALM7_ARATH	CAM7 At3g43810 T28A8.100	Calmodulin-7 (CaM-7)		reviewed
AT3G43810	A0A1I9LPJ1	A0A1I9LPJ1_ARATH	CAM7 AtCAM7 CALMODULIN 7 calmodulin 7 Z-box Binding Factor 3 ZBF3 At3g43810	Calmodulin 7		unreviewed
AT3G43810	A0A1I9LPJ2	A0A1I9LPJ2_ARATH	CAM7 AtCAM7 CALMODULIN 7 calmodulin 7 Z-box Binding Factor 3 ZBF3 At3g43810	Calmodulin 7		unreviewed
AT3G43980	Q680P8	RS29_ARATH	RPS29A At3g43980 T15B3.120; RPS29B At3g44010 T15B3.150; RPS29C At4g33865 F17I5.3	Small ribosomal subunit protein uS14z/uS14y/uS14x (40S ribosomal protein S29)		reviewed
AT3G44010	Q680P8	RS29_ARATH	RPS29A At3g43980 T15B3.120; RPS29B At3g44010 T15B3.150; RPS29C At4g33865 F17I5.3	Small ribosomal subunit protein uS14z/uS14y/uS14x (40S ribosomal protein S29)		reviewed
AT3G44100	Q9LXQ2	Q9LXQ2_ARATH	F26G5_50 At3g44100	At3g44100 (MD-2-related lipid recognition domain-containing protein)		unreviewed
AT3G44110	Q94AW8	DNAJ3_ARATH	ATJ3 A3 J3 At3g44110 F26G5.60	Chaperone protein dnaJ 3 (AtDjA3) (AtJ3)		reviewed
AT3G44110	F4J1V2	F4J1V2_ARATH	J3 ATJ ATJ3 DNAJ homologue 3 At3g44110	DNAJ homologue 3		unreviewed
AT3G44300	P32962	NRL2_ARATH	NIT2 At3g44300 T10D17_90	Nitrilase 2 (EC 3.5.5.1)	3.5.5.1	reviewed
AT3G44310	P32961	NRL1_ARATH	NIT1 At3g44310 T10D17_100	Nitrilase 1 (EC 3.5.5.1)	3.5.5.1	reviewed
AT3G44310	Q8LFU8	Q8LFU8_ARATH	NIT1 A. THALIANA NITRILASE 1 ATNIT1 NITI nitrilase 1 NITRILE AMINOHYDROLASE At3g44310	Nitrilase 1		unreviewed
AT3G44320	P46010	NRL3_ARATH	NIT3 At3g44320 T10D17_110	Nitrilase 3 (EC 3.5.5.1)	3.5.5.1	reviewed
AT3G44330	A0A654FDL4	A0A654FDL4_ARATH	At3g44330 AN1_LOCUS14741	Nicalin		unreviewed
AT3G44340	Q9M291	SC24B_ARATH	SEC24B CEF Lst1A At3g44340 T22K7_20	Protein transport protein SEC24 B (Lst1-homolog protein A) (AtLst1A) (Protein of the clone eighty-four)		reviewed
AT3G44340	F4J1Y2	F4J1Y2_ARATH	CEF clone eighty-four At3g44340	Protein transport protein Sec24-like CEF		unreviewed
AT3G44450	Q9M280	BIC2_ARATH	BIC2 At3g44450 T22K7.130	Protein BIC2 (BLUE-LIGHT INHIBITOR OF CRYPTOCHROMES 2)		reviewed
AT3G44590	Q9LXM8	RLA24_ARATH	RPP2D At3g44590 F14L2_140	Large ribosomal subunit protein P2w (60S acidic ribosomal protein P2-4)		reviewed
AT3G44620	F4J355	F4J355_ARATH	At3g44620	acid phosphatase (EC 3.1.3.2)	3.1.3.2	unreviewed
AT3G44620	Q67YE7	Q67YE7_ARATH	At3g44620	acid phosphatase (EC 3.1.3.2)	3.1.3.2	unreviewed
AT3G44850	Q9FYC5	Q9FYC5_ARATH	F28D10_40 At3g44850	non-specific serine/threonine protein kinase (EC 2.7.11.1)	2.7.11.1	unreviewed
AT3G44860	Q9FYC4	FAMT_ARATH	FAMT At3g44860 F28D10.50	Farnesoic acid carboxyl-O-methyltransferase (EC 2.1.1.325) (SABATH methyltransferase FAMT)	2.1.1.325	reviewed
AT3G44870	Q9FYC3	Q9FYC3_ARATH	FAMT-L F28D10_60 At3g44870	AtPP-like protein (S-adenosyl-L-methionine-dependent methyltransferases superfamily protein)		unreviewed
AT3G44880	Q9FYC2	PAO_ARATH	PAO ACD1 At3g44880 F28D10_70	Pheophorbide a oxygenase, chloroplastic (AtPaO) (Pheide a oxygenase) (EC 1.14.15.17) (Accelerated cell death 1) (Lethal leaf-spot 1 homolog) (Lls1)	1.14.15.17	reviewed
AT3G44890	P25864	RK9_ARATH	RPL9 At3g44890 F28D10_80	Large ribosomal subunit protein bL9c (50S ribosomal protein L9, chloroplastic) (CL9)		reviewed
AT3G45010	Q56WF8	SCP48_ARATH	SCPL48 At3g45010 F14D17.80	Serine carboxypeptidase-like 48 (EC 3.4.16.-)	3.4.16.-	reviewed
AT3G45030	P49200	RS201_ARATH	RPS20A At3g45030 F14D17_100; RPS20C At5g62300 MMI9.13 MMI9_120	Small ribosomal subunit protein uS10z/uS10x (40S ribosomal protein S20-1)		reviewed
AT3G45050	A0A384KM14	A0A384KM14_ARATH	At3g45050 AXX17_At3g38870 AN1_LOCUS14831 AT9943_LOCUS12771 C24_LOCUS14714	(thale cress) hypothetical protein		unreviewed
AT3G45050	Q8GWW5	Q8GWW5_ARATH	At3g45050 At3g45050/F14D17_120	At3g45050 (Transmembrane protein)		unreviewed
AT3G45130	Q1G1A4	LAS1_ARATH	LAS1 LSS At3g45130 T14D3.70	Lanosterol synthase (EC 5.4.99.7)	5.4.99.7	reviewed
AT3G45130	A0A1I9LTE4	A0A1I9LTE4_ARATH	LAS1 lanosterol synthase 1 At3g45130	Terpene cyclase/mutase family member (EC 5.4.99.-)	5.4.99.-	unreviewed
AT3G45140	P38418	LOX2_ARATH	LOX2 At3g45140 T14D3.80	Lipoxygenase 2, chloroplastic (AtLOX2) (EC 1.13.11.12)	1.13.11.12	reviewed
AT3G45140	A0A1I9LPH1	A0A1I9LPH1_ARATH	LOX2 ATLOX2 lipoxygenase 2 At3g45140	Lipoxygenase (EC 1.13.11.-)	1.13.11.-	unreviewed
AT3G45190	A0A1I9LLZ2	A0A1I9LLZ2_ARATH	At3g45190	SIT4 phosphatase-associated family protein		unreviewed
AT3G45190	A0A384KE02	A0A384KE02_ARATH	At3g45190 AXX17_At3g39040 AN1_LOCUS14845 C24_LOCUS14728	SIT4 phosphatase-associated family protein		unreviewed
AT3G45210	Q9M1T8	Q9M1T8_ARATH	T14D3.150 At3g45210	AT3g45210/T14D3_150		unreviewed
AT3G45220	Q9M1T7	SPZ4_ARATH	At3g45220 T14D3.160	Serpin-Z4 (ArathZ4)		reviewed
AT3G45450	Q9M1G2	Q9M1G2_ARATH	F9K21.30 At3g45450	ClpC-like protein (Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein)		unreviewed
AT3G45600	Q9M1E7	TET3_ARATH	TET3 At3g45600 F9K21.18	Tetraspanin-3		reviewed
AT3G45600	A0A1I9LNY5	A0A1I9LNY5_ARATH	TET3 tetraspanin3 At3g45600	Tetraspanin3		unreviewed
